類型代號,計價幣別,基金統編,基金名稱,基金規模(台幣),基金規模市場占有率,單位淨值(台幣),受益權單位數,自然人受益人數,法人受益人數,總受益人數,本年申購總金額(台幣),本年買回總金額(台幣),年分
AA2,TWD,15743509,新光亞洲精選基金,"1,254,288,646",0.07%,23.64,"53,067,167.39","2,789",40,"2,829","408,321,309","502,514,228",2010.0
AA2,TWD,25515841,新光中國成長基金,"1,848,636,620",0.10%,12.85,"143,889,374.67","3,572",45,"3,617","2,157,726,019","1,628,541,722",2010.0
AA2,TWD,25619389,新光新興星鑽基金,"486,952,079",0.03%,10.01,"48,655,513.22","1,354",28,"1,382","247,466,173","1,747,018,739",2010.0
AA2,TWD,25683760,新光兩岸優勢基金,"1,074,861,726",0.06%,10.7,"100,467,936.74","1,951",38,"1,989","3,057,406,293","2,120,001,106",2010.0
AB2,TWD,48881186,新光全球可轉債策略平衡基金,"360,804,668",0.02%,8.7999,"41,001,193.34",149,17,166,"31,301,986","236,332,751",2010.0
AA2,TWD,48980931A,新光全球高股息基金(A類型),"237,426,446",0.01%,6.98,"34,020,660.04",537,19,556,"5,400,442","152,372,935",2010.0
AA2,TWD,48980931B,新光全球高股息基金(B類型),"46,498",0.00%,7.06,"6,590.22",2,0,2,0,0,2010.0
AA1,TWD,73998071,新光店頭基金,"1,137,417,726",0.06%,19.35,"58,779,340.51","3,131",34,"3,165","466,978,071","821,277,975",2010.0
AA1,TWD,81580149,新光國家建設基金,"687,092,660",0.04%,19.33,"35,539,636.25","3,886",36,"3,922","95,849,581","234,726,620",2010.0
AA1,TWD,81585242,新光創新科技基金,"1,082,047,779",0.06%,10.91,"99,139,117.46","4,951",40,"4,991","290,752,621","492,005,726",2010.0
AA1,TWD,92000533,新光台灣永發基金,"398,911,139",0.02%,12.9,"30,927,723.33","2,071",28,"2,099","107,935,982","125,581,018",2010.0
AD1,TWD,97988122,新光吉星基金,"14,443,076,136",0.76%,14.8599,"971,952,248.52",553,123,676,"47,479,323,260","47,422,733,309",2010.0
AE21,TWD,98670088,新光全球冠軍組合基金,"169,733,969",0.01%,10.88,"15,607,382.38",342,26,368,"28,249,612","85,365,681",2010.0
AB1,TWD,99626060,新光策略平衡基金,"305,329,385",0.02%,10.1055,"30,214,073.35",232,24,256,"500,022,003","1,317,418,208",2010.0
AB1,TWD,99975518,新光福運平衡基金,"318,532,197",0.02%,13.1498,"24,223,308.92",317,22,339,"218,358,294","94,659,103",2010.0
新光投信,,,,"29,231,754,453",1.54%,,"1,990,458,775.44","33,670",665,"34,335","59,581,982,501","62,972,491,343",2010.0
AG,TWD,48841045,瑞銀亞洲全方位不動產基金,"1,303,873,587",0.07%,6.95,"187,553,667.57",0,15,15,"34,286,924","516,274,385",2010.0
AA2,TWD,48955264,瑞銀全球創新趨勢基金,"851,303,144",0.04%,4.93,"172,692,080.72",31,12,43,"19,177,067","427,798,277",2010.0
瑞銀投信,,,,"2,155,176,731",0.11%,,"360,245,748.29",31,27,58,"53,463,991","944,072,662",2010.0
AB1,TWD,17147605,群益真善美基金,"3,062,674,534",0.16%,16.5207,"185,383,978.70","2,619",62,"2,681","349,697,675","1,304,651,209",2010.0
AB1,TWD,18037845,群益平衡王基金,"1,503,108,259",0.08%,19.1366,"78,546,124.10",718,29,747,"383,988,902","702,109,597",2010.0
AA1,TWD,19339782,群益創新科技基金,"8,677,693,118",0.46%,23.83,"364,219,324.00","14,646",66,"14,712","2,493,040,558","5,058,341,460",2010.0
AA1,TWD,20081352,群益店頭市場基金,"3,448,137,167",0.18%,48.85,"70,583,029.50","8,042",66,"8,108","3,268,674,086","4,272,490,133",2010.0
AE23,TWD,21723538,群益多重資產組合基金,"569,375,534",0.03%,10.55,"53,957,000.50",361,30,391,"831,396,415","447,869,844",2010.0
AA2,TWD,25602535,群益東方盛世基金,"1,168,218,207",0.06%,11.02,"105,980,417.20","3,491",37,"3,528","366,683,225","2,357,357,741",2010.0
AA2,TWD,25629892,群益華夏盛世基金,"4,275,559,844",0.23%,11.05,"387,057,042.70","6,308",64,"6,372","2,409,181,457","5,098,962,670",2010.0
AA2,TWD,25675430,群益印巴雙星基金,"3,163,865,254",0.17%,10.81,"292,805,698.10","13,204",42,"13,246","7,197,801,303","4,355,263,076",2010.0
AA2,TWD,25691699,群益亞太中小基金,"2,004,498,618",0.11%,11.23,"178,436,896.90","6,089",38,"6,127","878,128,994","1,815,838,511",2010.0
AE22,TWD,26265027,群益多利策略組合基金,"9,662,020,930",0.51%,9.97,"969,119,193.00","3,436",110,"3,546","1,382,040,446",0,2010.0
AB1,TWD,29243337,群益安家基金,"406,233,128",0.02%,14.1007,"28,809,487.90",270,20,290,"125,269,983","295,937,459",2010.0
AA1,TWD,48675778,群益奧斯卡基金,"1,426,719,776",0.08%,17.89,"79,740,197.40","1,819",41,"1,860","1,563,146,880","1,822,818,927",2010.0
AE22,TWD,48720160,群益多重收益組合基金,"3,893,671,240",0.21%,12.06,"322,854,137.40",556,81,637,"4,948,251,985","3,996,343,326",2010.0
AA1,TWD,48749899,群益葛萊美基金,"3,055,449,405",0.16%,14.37,"212,581,651.10","4,365",63,"4,428","4,894,257,154","3,320,537,488",2010.0
AB2,TWD,48787295,群益亞太新趨勢平衡基金,"1,745,959,001",0.09%,14.78,"118,090,351.00","2,662",58,"2,720","770,061,186","1,716,745,276",2010.0
AA2,TWD,48852561,群益新興金鑽基金,"3,437,075,021",0.18%,11.59,"296,585,048.20","8,344",60,"8,404","1,987,685,085","2,772,774,751",2010.0
AG,TWD,48898594A,群益全球不動產平衡基金(A型),"551,702,090",0.03%,6.27,"88,005,692.70",965,34,999,"11,420,067","185,613,007",2010.0
AG,TWD,48898594B,群益全球不動產平衡基金(B型),"158,649,417",0.01%,5.76,"27,526,133.10",385,19,404,"6,716,109","63,343,867",2010.0
AA1,TWD,81591434,群益長安基金,"1,213,624,118",0.06%,17.94,"67,652,697.10","2,245",46,"2,291","532,638,892","455,547,492",2010.0
AA1,TWD,92028997,群益中小型股基金,"3,797,111,556",0.20%,28.49,"133,290,119.60","7,805",61,"7,866","819,656,809","2,451,244,322",2010.0
AC11,TWD,97978525,群益安穩基金,"56,395,478,121",2.97%,15.4633,"3,647,054,822.60","2,134",465,"2,599","149,248,241,549","158,615,329,585",2010.0
AA1,TWD,97984293,群益馬拉松基金,"14,303,032,626",0.75%,74.42,"192,181,278.20","18,717",83,"18,800","4,448,829,269","9,077,344,985",2010.0
群益投信,,,,"127,919,856,964",6.75%,,"7,900,460,321.00","109,181","1,575","110,756","188,916,808,029","210,186,464,726",2010.0
AD1,TWD,14290085,德信萬保基金,"3,397,890,188",0.18%,11.473,"296,163,099.86",126,50,176,"11,474,840,032","13,149,326,890",2010.0
AA1,TWD,18033138,德信數位時代基金,"899,071,555",0.05%,15.86,"56,689,579.32","1,019",41,"1,060","1,417,437,049","1,759,530,059",2010.0
AB1,TWD,18040623,德信長春藤基金,"186,728,407",0.01%,19.8235,"9,419,541.15",119,14,133,"68,183,810","126,949,601",2010.0
AA2,TWD,25689835,德信中國精選成長基金,"682,572,731",0.04%,9.9,"68,928,272.05",159,12,171,"320,969,892","1,701,501,462",2010.0
AA1,TWD,73988171,德信全方位基金,"178,885,330",0.01%,12.43,"14,394,880.90","1,505",22,"1,527","149,851,968","344,474,230",2010.0
AA1,TWD,97972846,德信大發基金,"881,501,096",0.05%,18.04,"48,871,400.15","1,003",34,"1,037","278,243,759","555,038,745",2010.0
AD1,TWD,97991040,德信萬年基金,"757,940,329",0.04%,14.9593,"50,666,742.27",24,16,40,"859,792,262","1,592,085,875",2010.0
AC21,TWD,99636428,德信萬瑞基金,"373,751,962",0.02%,10.279,"36,360,629.30",16,8,24,"854,198,025","663,610,342",2010.0
德信投信,,,,"7,358,341,598",0.39%,,"581,494,145.00","3,971",197,"4,168","15,423,516,797","19,892,517,204",2010.0
AB1,TWD,13986564,金鼎首選平衡基金,"196,624,948",0.01%,11.68,"16,839,845.60",317,22,339,"127,771,069","133,103,430",2010.0
AA1,TWD,20094672,金鼎寶櫃基金,"511,254,815",0.03%,10.45,"48,904,887.40","3,595",27,"3,622","117,627,113","168,543,179",2010.0
AG,TWD,48719071A,金鼎亞太地產基金-A類型,"260,859,490",0.01%,10.19,"25,598,118.90",302,22,324,"20,626,245","75,368,041",2010.0
AG,TWD,48719071B,金鼎亞太地產基金-B類型,"492,932,270",0.03%,8.74,"56,409,193.80",525,17,542,"123,356,421","283,195,823",2010.0
AA1,TWD,73999260,金鼎行動基金,"303,369,522",0.02%,14.29,"21,236,082.80","1,221",29,"1,250","108,808,087","162,929,964",2010.0
AA1,TWD,97982984,金鼎概念型基金,"541,346,861",0.03%,27.14,"19,948,809.60","1,245",32,"1,277","757,754,906","951,655,574",2010.0
AA1,TWD,97997635,金鼎大利基金,"539,702,897",0.03%,29.4,"18,357,615.80","1,534",31,"1,565","288,968,341","468,034,707",2010.0
AD1,TWD,97998424,金鼎債券基金,"4,529,605,373",0.24%,14.4829,"312,754,387.34",220,90,310,"23,270,564,021","26,645,505,593",2010.0
AA2,TWD,99992050,金鼎亞洲雙利基金,"238,735,397",0.01%,15.89,"15,028,045.60",662,26,688,"52,845,550","101,201,518",2010.0
匯達投信,,,,"7,614,431,573",0.40%,,"535,076,986.84","9,621",296,"9,917","24,868,321,753","28,989,537,829",2010.0
AA2,TWD,10303947,日盛亞洲星鑽基金,"359,366,381",0.02%,13.73,"26,169,619.15","1,387",29,"1,416","333,628,245","505,743,318",2010.0
AA1,TWD,17147078,日盛精選五虎基金,"821,978,319",0.04%,20.44,"40,217,431.90","3,549",45,"3,594","594,987,522","665,066,188",2010.0
AA1,TWD,17607591,日盛高科技基金,"1,950,601,150",0.10%,10.0,"195,088,413.75","9,720",52,"9,772","905,434,010","1,157,751,707",2010.0
AA1,TWD,20084317,日盛日盛基金,"1,667,050,182",0.09%,11.5,"145,006,682.40","7,313",18,"7,331","359,744,206","466,441,460",2010.0
AE23,TWD,25690517,日盛金緻招牌組合基金,"324,161,918",0.02%,9.97,"32,518,907.87",338,20,358,"1,232,351,059","912,036,198",2010.0
AA1,TWD,26273336,日盛MIT主流基金,"4,844,125,576",0.26%,9.95,"486,751,660.98","5,683",70,"5,753","4,867,576,886",0,2010.0
AC22,TWD,48858354,日盛全球金融資產證券化基金,"159,814,996",0.01%,10.1262,"15,782,376.84",196,18,214,"134,192,645","151,745,630",2010.0
AA2,TWD,48925706,日盛大中華基金,"1,085,469,720",0.06%,6.47,"167,854,257.43","3,849",35,"3,884","108,235,712","401,506,768",2010.0
AA1,TWD,48948481,日盛首選基金,"2,726,800,720",0.14%,9.6,"284,020,745.41","3,610",47,"3,657","936,612,959","2,262,566,262",2010.0
AA2,TWD,48968970,日盛全球抗暖化基金,"1,225,237,778",0.06%,7.7,"159,094,309.19","6,800",44,"6,844","161,259,426","605,914,656",2010.0
AA1,TWD,73988876,日盛小而美基金,"1,830,941,695",0.10%,13.66,"134,022,343.30","3,673",48,"3,721","3,662,914,667","3,830,158,367",2010.0
AD1,TWD,81580387,日盛債券基金,"41,914,732,021",2.21%,14.1683,"2,958,344,759.60",832,218,"1,050","124,839,569,707","119,728,512,576",2010.0
AA1,TWD,81584975,日盛上選基金,"5,143,689,733",0.27%,24.7,"208,278,629.40","10,183",74,"10,257","1,412,086,921","2,860,112,288",2010.0
AA1,TWD,94991068,日盛新台商基金,"742,561,158",0.04%,28.12,"26,404,300.99","1,879",39,"1,918","572,058,908","766,910,262",2010.0
日盛投信,,,,"64,796,531,347",3.42%,,"4,879,554,438.21","59,012",757,"59,769","140,120,652,873","134,314,465,680",2010.0
AC23,TWD,10340936A,柏瑞全球策略高收益債券基金-A類型,"4,190,783,977",0.22%,10.6656,"392,926,455.15",229,52,281,"9,786,767,331","7,885,235,321",2010.0
AC23,TWD,10340936B,柏瑞全球策略高收益債券基金-B類型,"9,847,603,675",0.52%,8.8957,"1,107,002,636.85",367,31,398,"12,156,526,390","7,169,729,954",2010.0
AA1,TWD,20094820,柏瑞巨人基金,"2,975,165,738",0.16%,8.93,"333,261,244.40","18,660",53,"18,713","2,773,732,764","2,621,173,566",2010.0
AE22,TWD,21709584,柏瑞旗艦全球安穩組合基金,"1,467,995,670",0.08%,12.14,"120,904,989.80",65,32,97,"1,191,291,904","1,003,670,962",2010.0
AC23,TWD,25682798A,柏瑞新興市場高收益債券基金-A類型,"3,394,208,096",0.18%,11.2384,"302,019,099.58",246,43,289,"7,095,795,705","3,886,229,352",2010.0
AC23,TWD,25682798B,柏瑞新興市場高收益債券基金-B類型,"4,331,253,364",0.23%,10.9532,"395,432,350.67",249,23,272,"6,588,405,537","2,399,720,212",2010.0
AA2,TWD,26259496,柏瑞五國金勢力建設基金,"1,409,212,104",0.07%,10.15,"138,791,956.00","1,107",36,"1,143","1,489,854,739","102,613,315",2010.0
AE21,TWD,29229530,柏瑞旗艦全球成長組合基金,"1,618,395,618",0.09%,13.86,"116,740,025.10",559,34,593,"909,509,191","1,173,079,108",2010.0
AE23,TWD,48570676,柏瑞全球金牌組合基金,"855,893,304",0.05%,12.32,"69,456,259.30","1,090",32,"1,122","280,641,030","567,287,092",2010.0
AA2,TWD,48807089,柏瑞拉丁美洲基金,"2,203,349,848",0.12%,14.2,"155,162,872.20","4,767",38,"4,805","1,605,033,766","2,376,590,890",2010.0
AC21,TWD,48873398A,柏瑞美國雙核心收益基金-A類型,"204,225,387",0.01%,10.7654,"18,970,479.59",86,29,115,"277,609,011","322,317,216",2010.0
AC21,TWD,48873398B,柏瑞美國雙核心收益基金-B類型,"419,630,358",0.02%,9.2197,"45,514,560.53",115,22,137,"278,379,107","656,225,072",2010.0
AA2,TWD,48944099A,柏瑞亞太高股息基金-A類型,"1,103,298,655",0.06%,10.45,"105,615,372.70",694,28,722,"78,559,295","1,448,278,447",2010.0
AA2,TWD,48944099B,柏瑞亞太高股息基金-B類型,"343,267,216",0.02%,8.87,"38,715,129.80",103,16,119,"24,054,278","133,121,703",2010.0
AD1,TWD,73992978,柏瑞巨輪債券基金,"7,954,859,551",0.42%,13.2089,"602,235,230.69",132,36,168,"12,801,203,483","15,888,281,296",2010.0
AE23,TWD,99353053,柏瑞旗艦全球平衡組合基金,"3,525,741,388",0.19%,14.57,"241,982,309.10",258,29,287,"732,580,585","1,336,921,121",2010.0
柏瑞投信,,,,"45,844,883,949",2.42%,,"4,184,730,971.46","28,727",534,"29,261","58,069,944,116","48,970,474,627",2010.0
AA2,TWD,10300441,復華全球大趨勢基金,"1,084,351,079",0.06%,11.6,"93,494,042.80","2,168",49,"2,217","1,079,938,827","1,187,790,344",2010.0
AA2,TWD,10374246,復華華人世紀基金,"3,027,063,898",0.16%,18.12,"167,031,786.40","4,592",57,"4,649","3,519,179,142","3,397,657,196",2010.0
AC21,TWD,14916692,復華全球債券基金,"999,573,668",0.05%,12.7675,"78,290,567.10",382,30,412,"916,242,855","880,107,704",2010.0
AB1,TWD,15742001,復華人生目標基金,"1,246,128,798",0.07%,17.1691,"72,579,738.70",899,29,928,"534,066,448","1,379,467,811",2010.0
AB1,TWD,17138818,復華傳家基金,"696,979,600",0.04%,15.0723,"46,242,295.70",999,28,"1,027","339,982,674","520,126,159",2010.0
AD1,TWD,17597405,復華有利基金,"12,568,849,023",0.66%,12.9356,"971,649,838.40",344,195,539,"18,138,740,383","17,929,133,846",2010.0
AA1,TWD,17608487,復華數位經濟基金,"2,455,158,532",0.13%,19.7,"124,607,328.00","5,165",68,"5,233","2,472,796,051","2,885,030,528",2010.0
AB1,TWD,18035945,復華傳家二號基金,"1,444,079,068",0.08%,15.7424,"91,731,535.40","2,017",41,"2,058","847,966,084","1,541,907,775",2010.0
AA1,TWD,18488279,復華中小精選基金,"3,644,316,725",0.19%,26.47,"137,662,758.80","5,852",57,"5,909","1,335,424,563","2,573,454,285",2010.0
AA1,TWD,21759676,復華全方位基金,"775,443,960",0.04%,12.5,"62,024,137.40","1,596",32,"1,628","467,534,638","771,847,708",2010.0
AC21,TWD,25590496,復華全球短期收益基金,"13,889,025,207",0.73%,10.6321,"1,306,327,612.30",847,121,968,"23,993,432,108","24,669,650,980",2010.0
AE23,TWD,25620891,復華高益策略組合基金,"15,215,021,275",0.80%,11.22,"1,356,045,897.30","3,257",200,"3,457","23,496,172,572","21,714,555,684",2010.0
AA2,TWD,25676249,復華全球原物料基金,"4,461,963,205",0.24%,11.06,"403,364,288.50","6,150",84,"6,234","8,383,141,564","4,481,516,114",2010.0
AE23,TWD,26204036,復華新興債股動力組合基金,"9,629,021,528",0.51%,9.99,"963,742,252.40","3,825",138,"3,963","10,959,921,366","1,297,892,797",2010.0
AA2,TWD,26276235,復華大中華中小策略基金,"8,510,882,141",0.45%,10.05,"847,157,398.50","7,588",133,"7,721","8,471,656,195",0,2010.0
AB2,TWD,48733658,復華亞太平衡基金,"903,397,521",0.05%,11.94,"75,675,884.80",957,26,983,"426,474,267","942,533,359",2010.0
AE22,TWD,48782931,復華全球債券組合基金,"6,973,139,393",0.37%,13.23,"527,159,469.70","1,348",84,"1,432","9,808,606,157","8,815,712,657",2010.0
AA2,TWD,48837540,復華亞太成長基金,"1,946,271,098",0.10%,12.44,"156,473,243.40","3,311",56,"3,367","1,812,699,327","1,781,830,638",2010.0
AC22,TWD,48898525A,復華全球資產化基金A,"514,233,401",0.03%,10.71,"48,000,710.50",392,22,414,"256,352,034","558,100,421",2010.0
AC22,TWD,48898525B,復華全球資產化基金B,"158,792,986",0.01%,9.36,"16,967,886.50",112,10,122,"5,401,968","171,771,880",2010.0
AE23,TWD,48952512,復華奧林匹克全球優勢組合基金,"779,174,733",0.04%,12.21,"63,808,105.60",981,16,997,"361,631,390","710,420,117",2010.0
AD1,TWD,73980446,復華債券基金,"49,245,900,497",2.60%,13.8648,"3,551,872,193.00","1,330",362,"1,692","185,743,550,131","190,887,869,310",2010.0
AA1,TWD,73998086,復華高成長基金,"2,039,845,499",0.11%,28.09,"72,621,862.60","4,050",56,"4,106","1,622,482,797","2,154,973,911",2010.0
AA1,TWD,81587889,復華復華基金,"595,774,896",0.03%,9.29,"64,125,462.20","1,993",32,"2,025","679,160,402","811,567,806",2010.0
AB2,TWD,99034755,復華全球平衡基金,"544,974,945",0.03%,13.79,"39,513,259.50",540,20,560,"446,771,652","518,013,075",2010.0
AB1,TWD,99607599,復華神盾基金,"1,263,657,524",0.07%,13.1772,"95,897,310.20","1,235",51,"1,286","519,923,358","1,675,617,348",2010.0
AE23,TWD,99985163,復華奧林匹克全球組合基金,"2,365,951,813",0.12%,13.69,"172,767,143.30","1,732",48,"1,780","1,778,686,708","1,465,737,349",2010.0
復華投信,,,,"146,978,972,013",7.75%,,"11,606,834,009.00","63,662","2,045","65,707","308,417,935,661","295,724,286,802",2010.0
AA2,TWD,10307606,永豐環球趨勢資源基金,"518,932,727",0.03%,11.81,"43,942,245.76",923,29,952,"350,828,366","746,516,834",2010.0
AA2,TWD,10397629,永豐大中華基金,"946,732,404",0.05%,11.98,"79,039,734.94",928,24,952,"512,671,683","659,566,272",2010.0
AA1,TWD,13998344,永豐中小基金,"4,363,310,837",0.23%,45.61,"95,656,894.14","3,796",44,"3,840","3,927,338,998","6,043,384,367",2010.0
AB1,TWD,14706582,永豐趨勢平衡基金,"662,809,494",0.03%,25.59,"25,898,052.57",457,30,487,"522,885,023","575,379,844",2010.0
AA1,TWD,17152509,永豐高科技基金,"824,681,674",0.04%,12.7,"64,958,907.58","2,646",32,"2,678","234,091,952","514,284,628",2010.0
AA2,TWD,25599877,永豐亞洲民生消費基金,"2,658,713,508",0.14%,14.51,"183,235,564.36","1,804",56,"1,860","4,523,294,352","4,170,221,757",2010.0
AA2,TWD,26202781,永豐全球新興向榮基金,"2,471,008,270",0.13%,10.3,"239,959,287.18","2,338",37,"2,375","4,427,240,027","2,061,157,863",2010.0
AC21,TWD,26265167,永豐全球投資等級債券基金,"5,043,744,056",0.27%,10.026,"503,066,983.65","2,160",68,"2,228","4,182,841,489",0,2010.0
AB1,TWD,48556750,永豐永益平衡基金,"345,509,119",0.02%,18.95,"18,234,918.89",563,19,582,"200,057,095","304,285,670",2010.0
AD2,USD,48737535,永豐美元貨幣市場基金,"424,842,622",0.02%,340.6287,"1,247,235.83",8,9,17,"307,473,691","1,345,164,023",2010.0
AE22,TWD,48804668,永豐全球債券組合基金,"433,824,667",0.02%,9.7153,"44,653,830.64",287,23,310,"211,229,824","490,868,649",2010.0
AE23,TWD,48837611,永豐雙核心組合基金,"358,180,338",0.02%,9.23,"38,815,277.51",619,18,637,"119,255,850","407,845,146",2010.0
AA2,TWD,48890039,永豐主流品牌基金,"1,271,931,947",0.07%,10.11,"125,841,300.09","1,347",25,"1,372","128,435,407","640,758,090",2010.0
AD1,TWD,73982015,永豐債券基金,"9,303,928,036",0.49%,13.3783,"695,449,603.70",820,62,882,"19,500,423,026","21,681,420,221",2010.0
AA1,TWD,73992013,永豐領航科技基金,"451,737,263",0.02%,17.92,"25,215,438.90","1,053",27,"1,080","145,052,824","278,372,879",2010.0
AB1,TWD,80916244,永豐中概平衡基金,"476,075,173",0.03%,26.04,"18,285,659.31",448,32,480,"420,119,805","596,005,593",2010.0
AA1,TWD,81594690,永豐永豐基金,"4,858,489,800",0.26%,29.53,"164,529,425.70","3,602",54,"3,656","4,272,699,226","6,379,291,024",2010.0
AE23,TWD,99361820,永豐全球平衡組合基金,"353,345,387",0.02%,12.08,"29,248,747.64",323,21,344,"215,497,211","179,745,558",2010.0
永豐投信,,,,"35,767,797,322",1.89%,,"2,397,279,108.39","24,122",610,"24,732","44,201,435,849","47,074,268,418",2010.0
AA1,TWD,17141187,富鼎半導體科技基金,"518,283,978",0.03%,10.54,"49,162,752.10","2,458",36,"2,494","73,173,022","213,082,159",2010.0
AB1,TWD,18038078,富鼎精穩基金,"158,237,396",0.01%,11.9605,"13,229,952.70",217,20,237,"91,559,365","171,428,418",2010.0
AE22,TWD,48772011,富鼎全球固定收益組合基金,"746,641,271",0.04%,13.1761,"56,666,192.60",65,28,93,"1,173,752,302","1,594,763,553",2010.0
AA1,TWD,48809501,富鼎台灣優勢基金,"375,024,048",0.02%,11.16,"33,606,194.00",817,28,845,"215,156,417","229,538,615",2010.0
